Initial Position	Final Position	Reflection Count
3.00,2.00	4.46,-0.70	5
3.00,2.00	0.17,-4.30	5
3.00,2.00	0.34,-4.33	5
3.00,2.00	4.67,-0.44	5
3.00,2.00	3.60,-1.87	5
3.00,2.00	4.34,-0.90	5
3.00,2.00	1.27,-4.66	5
3.00,2.00	3.19,2.47	5
3.00,2.00	4.57,-0.57	5
3.00,2.00	-4.04,0.19	5
3.00,2.00	1.64,4.59	5
3.00,2.00	4.69,-0.37	5
3.00,2.00	1.09,-4.59	5
3.00,2.00	-3.59,3.07	5
3.00,2.00	-1.66,3.69	5
3.00,2.00	-2.97,3.28	5
3.00,2.00	3.58,1.90	5
3.00,2.00	-0.31,-4.12	5
3.00,2.00	0.83,-4.49	5
3.00,2.00	3.51,-2.03	5
3.00,2.00	3.33,2.27	5
3.00,2.00	2.61,-3.24	5
3.00,2.00	-4.04,1.59	5
3.00,2.00	4.91,-0.11	5
3.00,2.00	2.05,4.02	5
3.00,2.00	1.58,-4.63	5
3.00,2.00	0.05,4.24	5
3.00,2.00	2.77,-3.01	5
3.00,2.00	3.36,2.23	5
3.00,2.00	-3.11,3.24	5
3.00,2.00	-1.70,3.70	5
3.00,2.00	4.12,1.21	5
3.00,2.00	3.21,2.41	5
3.00,2.00	0.02,-4.25	5
3.00,2.00	-2.27,3.46	5
3.00,2.00	4.12,1.18	5
3.00,2.00	-4.04,-0.34	5
3.00,2.00	4.05,-1.30	5
3.00,2.00	33.84,1.69	4
3.00,2.00	4.32,0.91	5
3.00,2.00	1.36,-4.68	5
3.00,2.00	-4.02,0.56	5
3.00,2.00	-4.04,0.38	5
3.00,2.00	4.63,0.44	5
3.00,2.00	4.67,0.40	5
3.00,2.00	2.95,-2.80	5
3.00,2.00	-2.18,3.53	5
3.00,2.00	-0.19,-4.14	5
3.00,2.00	-4.04,1.16	5
3.00,2.00	0.55,4.40	5
3.00,2.00	4.60,-0.48	5
3.00,2.00	-0.40,4.11	5
3.00,2.00	-4.00,-1.25	5
3.00,2.00	-4.03,-2.09	5
3.00,2.00	4.21,1.03	5
3.00,2.00	4.42,0.79	5
3.00,2.00	-4.04,-0.03	5
3.00,2.00	-0.03,4.23	5
3.00,2.00	2.15,3.85	5
3.00,2.00	-3.29,-3.14	5
3.00,2.00	0.37,-4.33	5
3.00,2.00	-4.02,-0.86	5
3.00,2.00	1.60,-4.67	5
3.00,2.00	-0.70,-4.01	5
3.00,2.00	4.42,-0.74	5
3.00,2.00	4.44,0.72	5
3.00,2.00	0.22,4.32	5
3.00,2.00	-0.05,-4.22	5
3.00,2.00	-2.16,3.51	5
3.00,2.00	-4.02,0.65	5
3.00,2.00	3.72,-1.75	5
3.00,2.00	-0.01,4.24	5
3.00,2.00	2.54,-3.38	5
3.00,2.00	-0.64,4.03	5
3.00,2.00	1.00,4.54	5
3.00,2.00	4.00,-1.37	5
3.00,2.00	3.36,-2.25	5
3.00,2.00	2.73,-3.07	5
3.00,2.00	-1.59,3.73	5
3.00,2.00	-4.04,1.45	5
3.00,2.00	0.17,-4.28	5
3.00,2.00	1.57,4.66	5
3.00,2.00	-3.31,-3.18	5
3.00,2.00	2.58,3.32	5
3.00,2.00	3.43,2.15	5
3.00,2.00	-2.66,3.35	5
3.00,2.00	1.36,4.69	5
3.00,2.00	0.06,4.25	5
3.00,2.00	4.11,-1.19	5
3.00,2.00	-4.01,-1.70	5
3.00,2.00	0.03,-4.26	5
3.00,2.00	-3.37,3.14	5
3.00,2.00	-0.65,4.00	5
3.00,2.00	-4.03,-1.36	5
3.00,2.00	3.62,1.84	5
3.00,2.00	-4.02,0.08	5
3.00,2.00	-1.67,3.67	5
3.00,2.00	2.76,3.07	5
3.00,2.00	-2.94,3.29	5
3.00,2.00	-3.98,2.95	5
3.00,2.00	-4.01,1.49	5
3.00,2.00	-2.97,3.27	5
3.00,2.00	-0.10,4.19	5
3.00,2.00	-4.03,-2.93	5
3.00,2.00	2.84,-2.96	5
3.00,2.00	-1.07,3.90	5
3.00,2.00	0.01,-4.25	5
3.00,2.00	-4.01,-2.74	5
3.00,2.00	-4.00,2.80	5
3.00,2.00	-0.91,3.95	5
3.00,2.00	4.07,1.26	5
3.00,2.00	4.89,-0.14	5
3.00,2.00	-2.04,-3.57	5
3.00,2.00	-4.03,1.65	5
3.00,2.00	-3.95,2.96	5
3.00,2.00	3.57,1.91	5
3.00,2.00	1.97,-4.17	5
3.00,2.00	-2.54,-3.39	5
3.00,2.00	-4.04,2.16	5
3.00,2.00	4.93,-0.07	5
3.00,2.00	4.65,0.44	5
3.00,2.00	0.63,-4.45	5
3.00,2.00	-0.91,-3.96	5
3.00,2.00	3.82,1.62	5
3.00,2.00	-1.25,3.85	5
3.00,2.00	-1.53,3.75	5
3.00,2.00	-4.00,1.26	5
3.00,2.00	2.76,3.03	5
3.00,2.00	-4.00,1.57	5
3.00,2.00	4.65,-0.48	5
3.00,2.00	3.07,-2.61	5
3.00,2.00	-1.11,3.85	5
3.00,2.00	-4.01,2.31	5
3.00,2.00	-1.47,3.76	5
3.00,2.00	2.89,2.84	5
3.00,2.00	4.98,-0.02	5
3.00,2.00	0.90,-4.52	5
3.00,2.00	1.40,4.69	5
3.00,2.00	1.21,4.63	5
3.00,2.00	-4.02,2.02	5
3.00,2.00	3.54,1.94	5
3.00,2.00	-3.77,3.02	5
3.00,2.00	3.39,-2.13	5
3.00,2.00	4.37,-0.86	5
3.00,2.00	3.46,2.07	5
3.00,2.00	-4.01,-0.74	5
3.00,2.00	-4.00,1.53	5
3.00,2.00	2.24,-3.77	5
3.00,2.00	2.21,3.79	5
3.00,2.00	-0.84,-3.95	5
3.00,2.00	-0.67,-3.99	5
3.00,2.00	3.45,2.10	5
3.00,2.00	1.73,4.49	5
3.00,2.00	0.89,4.49	5
3.00,2.00	4.57,0.55	5
3.00,2.00	-4.01,0.37	5
3.00,2.00	3.37,2.19	5
3.00,2.00	2.85,-2.94	5
3.00,2.00	-0.60,-4.06	5
3.00,2.00	3.18,-2.48	5
3.00,2.00	1.48,4.71	5
3.00,2.00	-0.20,-4.18	5
3.00,2.00	2.98,-2.73	5
3.00,2.00	0.33,-4.35	5
3.00,2.00	4.63,0.50	5
3.00,2.00	2.30,-3.70	5
3.00,2.00	3.81,1.61	5
3.00,2.00	-4.04,1.90	5
3.00,2.00	-2.51,-3.39	5
3.00,2.00	-1.85,3.63	5
3.00,2.00	-2.24,3.48	5
3.00,2.00	0.28,-4.32	5
3.00,2.00	3.94,1.44	5
3.00,2.00	-0.55,-4.03	5
3.00,2.00	1.53,-4.75	5
3.00,2.00	-1.84,3.64	5
3.00,2.00	-4.04,0.61	5
3.00,2.00	0.25,-4.32	5
3.00,2.00	0.96,-4.55	5
3.00,2.00	0.46,-4.36	5
3.00,2.00	3.94,-1.42	5
3.00,2.00	-4.04,0.81	5
3.00,2.00	1.66,4.58	5
3.00,2.00	3.94,-1.43	5
3.00,2.00	1.88,4.26	5
3.00,2.00	-4.03,2.41	5
3.00,2.00	3.29,-2.35	5
3.00,2.00	0.02,-4.22	5
3.00,2.00	-1.68,-3.68	5
3.00,2.00	1.92,4.20	5
3.00,2.00	-0.34,-4.12	5
3.00,2.00	-3.07,3.24	5
3.00,2.00	2.11,-3.97	5
3.00,2.00	4.84,-0.17	5
3.00,2.00	-2.30,3.47	5
3.00,2.00	-0.74,-3.99	5
3.00,2.00	2.27,-3.74	5
3.00,2.00	2.72,3.11	5
3.00,2.00	2.43,3.53	5
3.00,2.00	4.92,-0.08	5
3.00,2.00	2.66,3.16	5
3.00,2.00	-4.03,0.07	5
3.00,2.00	-1.21,3.86	5
3.00,2.00	2.19,-3.82	5
3.00,2.00	-3.75,-2.99	5
3.00,2.00	4.29,0.94	5
3.00,2.00	2.68,3.19	5
3.00,2.00	-2.33,-3.49	5
3.00,2.00	4.72,-0.36	5
3.00,2.00	0.38,-4.33	5
3.00,2.00	4.74,0.31	5
3.00,2.00	1.02,4.55	5
3.00,2.00	-4.03,0.43	5
3.00,2.00	3.76,-1.67	5
3.00,2.00	-2.20,3.49	5
3.00,2.00	-0.71,-3.99	5
3.00,2.00	3.47,-2.05	5
3.00,2.00	0.91,4.53	5
3.00,2.00	-4.04,-2.66	5
3.00,2.00	-2.24,3.48	5
3.00,2.00	-0.01,4.25	5
3.00,2.00	-4.04,2.22	5
3.00,2.00	-1.15,3.88	5
3.00,2.00	3.40,2.20	5
3.00,2.00	-0.42,-4.10	5
3.00,2.00	4.65,-0.48	5
3.00,2.00	3.49,-2.06	5
3.00,2.00	4.59,-0.57	5
3.00,2.00	-3.61,3.05	5
3.00,2.00	-4.03,1.82	5
3.00,2.00	2.35,-3.64	5
3.00,2.00	-4.03,2.44	5
3.00,2.00	-0.97,3.93	5
3.00,2.00	1.60,-4.63	5
3.00,2.00	2.06,4.02	5
3.00,2.00	4.64,-0.48	5
3.00,2.00	4.61,-0.54	5
3.00,2.00	-4.01,1.19	5
3.00,2.00	-0.86,-3.96	5
3.00,2.00	-4.02,2.56	5
3.00,2.00	-4.04,1.15	5
3.00,2.00	3.22,2.37	5
3.00,2.00	4.12,-1.21	5
3.00,2.00	4.54,0.58	5
3.00,2.00	2.34,-3.66	5
3.00,2.00	-0.93,3.94	5
3.00,2.00	0.82,-4.50	5
3.00,2.00	-4.02,1.81	5
3.00,2.00	-0.67,4.02	5
3.00,2.00	1.14,-4.62	5
3.00,2.00	2.01,-4.10	5
3.00,2.00	4.41,0.76	5
3.00,2.00	-4.02,2.20	5
3.00,2.00	2.65,3.20	5
3.00,2.00	2.20,-3.84	5
3.00,2.00	0.31,-4.33	5
3.00,2.00	4.69,-0.39	5
3.00,2.00	3.46,-2.07	5
3.00,2.00	-0.81,3.96	5
3.00,2.00	0.44,-4.39	5
3.00,2.00	-4.02,2.24	5
3.00,2.00	2.49,3.43	5
3.00,2.00	-4.03,-2.96	5
3.00,2.00	-4.04,1.58	5
3.00,2.00	1.45,-4.70	5
3.00,2.00	-4.00,-2.25	5
3.00,2.00	4.64,-0.46	5
3.00,2.00	1.37,4.68	5
3.00,2.00	-2.56,3.42	5
3.00,2.00	2.50,3.42	5
3.00,2.00	3.58,-1.96	5
3.00,2.00	2.21,3.83	5
3.00,2.00	16.01,-7.88	4
