Initial Position	Final Position	Reflection Count
3.00,2.00	-4.28,0.26	5
3.00,2.00	-3.84,-2.78	5
3.00,2.00	4.28,-1.87	5
3.00,2.00	0.27,4.84	5
3.00,2.00	1.58,-4.05	5
3.00,2.00	0.44,-4.74	5
3.00,2.00	-4.32,-2.34	5
3.00,2.00	-4.33,-1.06	5
3.00,2.00	1.76,-3.95	5
3.00,2.00	4.30,1.36	5
3.00,2.00	-4.32,0.68	5
3.00,2.00	-4.05,2.66	5
3.00,2.00	1.54,-4.07	5
3.00,2.00	4.29,-1.46	5
3.00,2.00	1.87,-3.91	5
3.00,2.00	-3.69,2.86	5
3.00,2.00	-1.24,-4.25	5
3.00,2.00	-3.62,2.86	5
3.00,2.00	4.32,-1.97	5
3.00,2.00	0.93,4.44	5
3.00,2.00	-3.39,-3.02	5
3.00,2.00	0.07,4.93	5
3.00,2.00	4.30,-0.67	5
3.00,2.00	1.13,-4.31	5
3.00,2.00	0.26,-4.83	5
3.00,2.00	3.98,-2.67	5
3.00,2.00	1.71,4.01	5
3.00,2.00	0.16,-4.90	5
3.00,2.00	-2.78,-3.40	5
3.00,2.00	1.33,4.23	5
3.00,2.00	1.44,-4.16	5
3.00,2.00	-4.33,-0.42	5
3.00,2.00	-4.33,1.62	5
3.00,2.00	1.81,-3.93	5
3.00,2.00	-2.75,-3.41	5
3.00,2.00	-3.58,2.88	5
3.00,2.00	-4.30,-0.24	5
3.00,2.00	-4.33,1.29	5
3.00,2.00	-3.49,2.98	5
3.00,2.00	0.68,4.60	5
3.00,2.00	4.29,-1.45	5
3.00,2.00	-1.11,-4.32	5
3.00,2.00	0.09,-4.95	5
3.00,2.00	4.04,-2.66	5
3.00,2.00	-4.11,2.61	5
3.00,2.00	-4.33,-1.84	5
3.00,2.00	-2.69,3.41	5
3.00,2.00	-3.72,2.80	5
3.00,2.00	-4.31,0.70	5
3.00,2.00	-1.22,4.28	5
3.00,2.00	-3.54,2.94	5
3.00,2.00	0.59,-4.61	5
3.00,2.00	-1.25,-4.25	5
3.00,2.00	-4.29,-0.17	5
3.00,2.00	-3.56,-2.93	5
3.00,2.00	4.33,-0.23	5
3.00,2.00	2.66,3.46	5
3.00,2.00	-2.53,-3.50	5
3.00,2.00	-4.32,-0.31	5
3.00,2.00	-4.32,-2.11	5
3.00,2.00	-3.23,-3.09	5
3.00,2.00	-4.32,-0.90	5
3.00,2.00	-2.54,3.52	5
3.00,2.00	-4.06,2.64	5
3.00,2.00	1.09,4.34	5
3.00,2.00	-3.60,2.88	5
3.00,2.00	0.04,4.96	5
3.00,2.00	-0.84,4.51	5
3.00,2.00	3.86,-2.75	5
3.00,2.00	4.32,-2.45	5
3.00,2.00	3.11,3.20	5
3.00,2.00	1.87,-3.91	5
3.00,2.00	1.42,-4.16	5
3.00,2.00	4.32,-1.50	5
3.00,2.00	-4.32,-0.95	5
3.00,2.00	3.80,2.79	5
3.00,2.00	-3.11,3.17	5
3.00,2.00	4.31,0.96	5
3.00,2.00	2.67,-3.44	5
3.00,2.00	1.85,-3.92	5
3.00,2.00	-4.33,1.56	5
3.00,2.00	-0.35,-4.78	5
3.00,2.00	0.13,4.88	5
3.00,2.00	2.16,-3.74	5
3.00,2.00	-3.67,2.88	5
3.00,2.00	-4.32,1.58	5
3.00,2.00	-2.45,-3.57	5
3.00,2.00	-2.76,-3.41	5
3.00,2.00	-3.31,3.09	5
3.00,2.00	-4.33,-1.36	5
3.00,2.00	0.64,-4.62	5
3.00,2.00	-4.30,2.45	5
3.00,2.00	-4.33,1.09	5
3.00,2.00	0.37,4.77	5
3.00,2.00	-4.32,0.53	5
3.00,2.00	-4.30,-1.63	5
3.00,2.00	-1.05,4.38	5
3.00,2.00	4.09,2.62	5
3.00,2.00	3.09,-3.19	5
3.00,2.00	-2.84,-3.36	5
3.00,2.00	-4.32,-0.42	5
3.00,2.00	4.29,2.29	5
3.00,2.00	4.32,1.38	5
3.00,2.00	0.58,-4.64	5
3.00,2.00	-3.18,-3.13	5
3.00,2.00	4.22,-2.55	5
3.00,2.00	-4.30,0.02	5
3.00,2.00	4.31,-1.91	5
3.00,2.00	4.29,2.35	5
3.00,2.00	0.75,4.56	5
3.00,2.00	-0.62,4.63	5
3.00,2.00	-4.33,1.32	5
3.00,2.00	4.30,-1.97	5
3.00,2.00	0.54,-4.69	5
3.00,2.00	-2.40,3.61	5
3.00,2.00	-2.50,3.52	5
3.00,2.00	-4.30,0.83	5
3.00,2.00	-4.29,-0.18	5
3.00,2.00	0.40,-4.75	5
3.00,2.00	3.48,2.96	5
3.00,2.00	-1.51,4.12	5
3.00,2.00	2.28,-3.67	5
3.00,2.00	-3.49,2.97	5
3.00,2.00	-4.29,1.70	5
3.00,2.00	-0.83,-4.50	5
3.00,2.00	-4.29,-0.85	5
3.00,2.00	1.79,-3.92	5
3.00,2.00	3.74,-2.84	5
3.00,2.00	-4.29,1.14	5
3.00,2.00	-4.30,0.81	5
3.00,2.00	-3.69,2.82	5
3.00,2.00	-3.01,-3.23	5
3.00,2.00	-4.31,-2.47	5
3.00,2.00	-4.32,-0.27	5
3.00,2.00	0.43,4.74	5
3.00,2.00	-3.09,-3.20	5
3.00,2.00	0.49,4.71	5
3.00,2.00	2.03,-3.82	5
3.00,2.00	-0.39,4.75	5
3.00,2.00	1.88,3.87	5
3.00,2.00	2.49,-3.56	5
3.00,2.00	-1.50,4.11	5
3.00,2.00	4.20,2.57	5
3.00,2.00	-4.33,2.37	5
3.00,2.00	-2.10,3.75	5
3.00,2.00	-0.91,-4.46	5
3.00,2.00	-2.76,-3.35	5
3.00,2.00	4.33,0.87	5
3.00,2.00	4.31,-0.44	5
3.00,2.00	-0.36,-4.79	5
3.00,2.00	0.42,-4.74	5
3.00,2.00	-2.68,-3.42	5
3.00,2.00	-1.95,-3.86	5
3.00,2.00	-3.74,-2.83	5
3.00,2.00	-2.23,-3.65	5
3.00,2.00	-3.29,3.08	5
3.00,2.00	2.76,3.37	5
3.00,2.00	-2.81,-3.33	5
3.00,2.00	-4.04,2.63	5
3.00,2.00	-4.32,1.56	5
3.00,2.00	-3.55,-2.95	5
3.00,2.00	-4.29,-0.91	5
3.00,2.00	-2.08,-3.74	5
3.00,2.00	2.01,-3.81	5
3.00,2.00	-4.29,0.44	5
3.00,2.00	1.17,-4.32	5
3.00,2.00	-3.24,-3.13	5
3.00,2.00	2.24,3.69	5
3.00,2.00	-2.09,3.75	5
3.00,2.00	4.33,2.02	5
3.00,2.00	-4.30,-0.79	5
3.00,2.00	-1.08,-4.35	5
3.00,2.00	-4.30,1.87	5
3.00,2.00	0.11,-4.93	5
3.00,2.00	1.42,4.13	5
3.00,2.00	2.31,-3.62	5
3.00,2.00	-3.85,-2.75	5
3.00,2.00	-4.32,-0.68	5
3.00,2.00	-4.29,-1.78	5
3.00,2.00	-4.30,2.13	5
3.00,2.00	-4.03,-2.65	5
3.00,2.00	-0.29,4.83	5
3.00,2.00	-4.31,-0.82	5
3.00,2.00	3.89,-2.73	5
3.00,2.00	2.05,-3.81	5
3.00,2.00	-4.29,0.84	5
3.00,2.00	3.99,-2.65	5
3.00,2.00	-4.28,2.49	5
3.00,2.00	-4.30,1.39	5
3.00,2.00	-4.32,0.70	5
3.00,2.00	-4.29,-1.28	5
3.00,2.00	-3.59,-2.89	5
3.00,2.00	-4.29,1.99	5
3.00,2.00	-2.84,-3.33	5
3.00,2.00	-0.06,4.92	5
3.00,2.00	2.35,3.61	5
3.00,2.00	-4.28,2.49	5
3.00,2.00	0.85,-4.50	5
3.00,2.00	-3.01,-3.21	5
3.00,2.00	-1.68,-3.99	5
3.00,2.00	4.30,-2.48	5
3.00,2.00	4.33,-0.12	5
3.00,2.00	4.31,-1.58	5
3.00,2.00	1.09,4.35	5
3.00,2.00	4.33,1.46	5
3.00,2.00	-4.28,0.58	5
3.00,2.00	0.18,4.88	5
3.00,2.00	-3.68,-2.87	5
3.00,2.00	-0.79,-4.49	5
3.00,2.00	-1.61,-4.06	5
3.00,2.00	3.72,-2.83	5
3.00,2.00	4.25,-2.50	5
3.00,2.00	0.74,-4.52	5
3.00,2.00	3.00,-3.25	5
3.00,2.00	-2.09,3.75	5
3.00,2.00	-3.71,2.86	5
3.00,2.00	4.07,2.64	5
3.00,2.00	-4.32,0.22	5
3.00,2.00	-2.68,-3.43	5
3.00,2.00	-4.30,-0.98	5
3.00,2.00	3.54,-2.94	5
3.00,2.00	4.32,1.93	5
3.00,2.00	-4.29,-1.09	5
3.00,2.00	1.31,-4.24	5
3.00,2.00	4.32,-2.19	5
3.00,2.00	-2.54,-3.51	5
3.00,2.00	4.30,-1.62	5
3.00,2.00	0.94,4.44	5
3.00,2.00	-1.11,4.35	5
3.00,2.00	-4.30,0.75	5
3.00,2.00	2.45,-3.56	5
3.00,2.00	4.33,1.94	5
3.00,2.00	-4.31,-2.27	5
3.00,2.00	-3.09,3.18	5
3.00,2.00	-2.76,3.36	5
3.00,2.00	4.31,-1.14	5
3.00,2.00	-3.59,-2.88	5
3.00,2.00	4.32,0.70	5
3.00,2.00	-4.33,-1.44	5
3.00,2.00	2.43,-3.60	5
3.00,2.00	-2.04,-3.81	5
3.00,2.00	-4.30,-0.01	5
3.00,2.00	0.34,-4.78	5
3.00,2.00	-4.32,1.37	5
3.00,2.00	-0.18,-4.89	5
3.00,2.00	-2.59,3.45	5
3.00,2.00	0.92,-4.47	5
3.00,2.00	4.32,2.08	5
3.00,2.00	4.29,1.54	5
3.00,2.00	-4.33,-0.80	5
3.00,2.00	1.49,-4.10	5
3.00,2.00	2.62,-3.48	5
3.00,2.00	1.96,3.83	5
3.00,2.00	4.30,2.20	5
3.00,2.00	1.68,-4.03	5
3.00,2.00	4.30,2.13	5
3.00,2.00	4.32,0.69	5
3.00,2.00	1.22,-4.29	5
3.00,2.00	2.91,-3.30	5
3.00,2.00	-4.33,-0.64	5
3.00,2.00	-4.32,-1.10	5
3.00,2.00	-1.52,4.11	5
3.00,2.00	-3.69,2.86	5
3.00,2.00	-2.42,-3.57	5
3.00,2.00	-0.70,-4.58	5
3.00,2.00	1.29,-4.21	5
3.00,2.00	-3.43,2.97	5
3.00,2.00	0.72,4.56	5
3.00,2.00	-2.56,3.50	5
3.00,2.00	4.32,2.36	5
